Title,Tags,Source
"Wah, Wah, I Have Seasonal Affective Disorder",COMMENTARY,https://www.theonion.com/wah-wah-i-have-seasonal-affective-disorder-1819584363
Haitian Parents Couldn't Be Prouder Of Witch-Doctor Son,PODCASTS,https://www.theonion.com/haitian-parents-couldnt-be-prouder-of-witch-doctor-son-1819581440
WebMD Doesn't Know How To Tell You This,NEWS IN PHOTOS,https://www.theonion.com/webmd-doesnt-know-how-to-tell-you-this-1819588449
Meth Addicts Demand Government Address Nation's Growing Spider Menace,POLITICS,https://www.theonion.com/meth-addicts-demand-government-address-nations-growing-1819568942
"Ailing Castro Begins 750,000 Last Words",NEWS IN BRIEF,https://www.theonion.com/ailing-castro-begins-750-000-last-words-1819568924
Too Much Expected From Nap,NEWS IN BRIEF,https://www.theonion.com/too-much-expected-from-nap-1819568928
Cancer Death Rate Dropping,INFOGRAPHIC,https://www.theonion.com/cancer-death-rate-dropping-1819588437
First Womb Transplant Planned,AMERICAN VOICES,https://www.theonion.com/first-womb-transplant-planned-1819559593
Area Man Does Most Of His Traveling By Gurney,LOCAL,https://www.theonion.com/area-man-does-most-of-his-traveling-by-gurney-1819588424
Overeating Like Drug Addiction,AMERICAN VOICES,https://www.theonion.com/overeating-like-drug-addiction-1819559587
Local Building Too Wheelchair-Friendly,NEWS IN PHOTOS,https://www.theonion.com/local-building-too-wheelchair-friendly-1819588401
Hero Man Dials 911,LOCAL,https://www.theonion.com/hero-man-dials-911-1819568840
Wheelchair-Bound Student Would Have Preferred To Sit Out Pep Rally,PODCASTS,https://www.theonion.com/wheelchair-bound-student-would-have-preferred-to-sit-ou-1819581372
E. Coli At Taco Bell,AMERICAN VOICES,https://www.theonion.com/e-coli-at-taco-bell-1819559570
Healthy Grant Hill Schedules Season-Ending Surgery,SPORTS,https://www.theonion.com/healthy-grant-hill-schedules-season-ending-surgery-1819568824
Eagles Fans Fully Expect Donovan McNabb To Play With Torn ACL,SPORTS,https://www.theonion.com/eagles-fans-fully-expect-donovan-mcnabb-to-play-with-to-1819568819
"Doctors Use Elephant Gun, Tranquilizer Darts To Bring Shaq Down Prior To Surgery",SPORTS,https://www.theonion.com/doctors-use-elephant-gun-tranquilizer-darts-to-bring-s-1819588381
End-Life Crisis Marked By Extravagant Spending Spree,LOCAL,https://www.theonion.com/end-life-crisis-marked-by-extravagant-spending-spree-1819568818
Report: More U.S. Soldiers Suffering From Pre-Traumatic Stress Disorder,NEWS,https://www.theonion.com/report-more-u-s-soldiers-suffering-from-pre-traumatic-1819568807
Over-Competitive Lance Armstrong Challenges Cancer To Rematch,SPORTS,https://www.theonion.com/over-competitive-lance-armstrong-challenges-cancer-to-r-1819568806
Frito-Lay Angrily Introduces Line Of Healthy Snacks,NEWS,https://www.theonion.com/frito-lay-angrily-introduces-line-of-healthy-snacks-1819568784
America's Cowboys Suffering From Restless Heart Syndrome,NEWS,https://www.theonion.com/americas-cowboys-suffering-from-restless-heart-syndrome-1819568793
Area Smoker One Of America's Top Phlegm-Producers,LOCAL,https://www.theonion.com/area-smoker-one-of-americas-top-phlegm-producers-1819568779
Computer Makers Die More,AMERICAN VOICES,https://www.theonion.com/computer-makers-die-more-1819559531
Hero Dog Fills Out Hospital Paperwork,NEWS IN BRIEF,https://www.theonion.com/hero-dog-fills-out-hospital-paperwork-1819568750
Eva Longoria Tans Self Out Of Visible Spectrum,ENTERTAINMENT,https://www.theonion.com/eva-longoria-tans-self-out-of-visible-spectrum-1819588329
Frank Thomas Credits Recent Power Surge To Steroids,SPORTS,https://www.theonion.com/frank-thomas-credits-recent-power-surge-to-steroids-1819568717
Entire 49ers Offense Injured On Single Play,SPORTS,https://www.theonion.com/entire-49ers-offense-injured-on-single-play-1819588303
Pectoral Muscles Targeted By Fitness Fundamentalists,NEWS IN BRIEF,https://www.theonion.com/pectoral-muscles-targeted-by-fitness-fundamentalists-1819568694
Raging Alcoholic Will Get Liver Stapled,PODCASTS,https://www.theonion.com/raging-alcoholic-will-get-liver-stapled-1819581296
Care For 9/11 Illness,AMERICAN VOICES,https://www.theonion.com/care-for-9-11-illness-1819559502
Andre Agassi: 'I Can No Longer Walk',SPORTS,https://www.theonion.com/andre-agassi-i-can-no-longer-walk-1819588286
Cigarettes Have More Nicotine,AMERICAN VOICES,https://www.theonion.com/cigarettes-have-more-nicotine-1819559498
Hero Firefighter Loses Lifelong Battle With Fire,LOCAL,https://www.theonion.com/hero-firefighter-loses-lifelong-battle-with-fire-1819568692
"Sept. 6, 1997",OUR DUMB CENTURY,https://www.theonion.com/sept-6-1997-1819588284
Jerry Lewis Telethon Loses Record Thirty Million Dollars,PODCASTS,https://www.theonion.com/jerry-lewis-telethon-loses-record-thirty-million-dollar-1819581287
Make-A-Wish Recipient Now Wishes Macho Man Randy Savage Would Go Away,ENTERTAINMENT,https://www.theonion.com/make-a-wish-recipient-now-wishes-macho-man-randy-savage-1819568651
Vatican Against ‘Ethical’ Stem Cells,AMERICAN VOICES,https://www.theonion.com/vatican-against-ethical-stem-cells-1819559490
Parasite Regrets Choosing Adam Carolla As Host,ENTERTAINMENT,https://www.theonion.com/parasite-regrets-choosing-adam-carolla-as-host-1819568644
U.S. Dedicates $64 Billion To Undermining Gates Foundation Efforts,POLITICS,https://www.theonion.com/u-s-dedicates-64-billion-to-undermining-gates-foundat-1819568610
Yoga Training Pays Off During Bending Emergency,PODCASTS,https://www.theonion.com/yoga-training-pays-off-during-bending-emergency-1819581266
Ailing Buck O'Neil Fails To Gain Admission To Hospital,SPORTS,https://www.theonion.com/ailing-buck-oneil-fails-to-gain-admission-to-hospital-1819568598
Harold Reynolds Tests Positive For Elevated Levels Of Testosterone,SPORTS,https://www.theonion.com/harold-reynolds-tests-positive-for-elevated-levels-of-t-1819568588
Universal Health Care For San Francisco,AMERICAN VOICES,https://www.theonion.com/universal-health-care-for-san-francisco-1819559474
Report: Not Even Green Tea Can Help You Now,PODCASTS,https://www.theonion.com/report-not-even-green-tea-can-help-you-now-1819581255
Area Man Calls For Immediate Release Of His Endorphins,LOCAL,https://www.theonion.com/area-man-calls-for-immediate-release-of-his-endorphins-1819568581
Stem-Cell Science Vetoed,AMERICAN VOICES,https://www.theonion.com/stem-cell-science-vetoed-1819559454
Year in Pictures: 2005,ENTERTAINMENT,https://www.theonion.com/year-in-pictures-2005-1819580434
Zombie Nutritionist Recommends All-Brain Diet,PODCASTS,https://www.theonion.com/zombie-nutritionist-recommends-all-brain-diet-1819581258
"Amnesty International Report Blasts United States, China",AMERICAN VOICES,https://www.theonion.com/amnesty-international-report-blasts-united-states-chin-1819559446
Sportscaster Claims You Hate To See That,SPORTS,https://www.theonion.com/sportscaster-claims-you-hate-to-see-that-1819568553
Great Moments In Competitive-Eating History,SPORTS,https://www.theonion.com/great-moments-in-competitive-eating-history-1819588216
Coffee Counteracts Alcohol,AMERICAN VOICES,https://www.theonion.com/coffee-counteracts-alcohol-1819559444
Ads Defend Carbon Dioxide,AMERICAN VOICES,https://www.theonion.com/ads-defend-carbon-dioxide-1819559441
Report: U.S. May Have Been Abused During Formative Years,NEWS,https://www.theonion.com/report-u-s-may-have-been-abused-during-formative-year-1819568555
I'm Not One Of Those Fancy College-Educated Doctors,COMMENTARY,https://www.theonion.com/im-not-one-of-those-fancy-college-educated-doctors-1819584293
Health-Club Employee Stops Going To Work After Two Weeks,LOCAL,https://www.theonion.com/health-club-employee-stops-going-to-work-after-two-week-1819568530
Roethlisberger Repeatedly Taps 'Helmets Are For Losers' Into Pillow Using Morse Code,SPORTS,https://www.theonion.com/roethlisberger-repeatedly-taps-helmets-are-for-losers-i-1819588205
AIDS Turns 25,AMERICAN VOICES,https://www.theonion.com/aids-turns-25-1819559433
Surgeon General Issues Report On Dangers Of Secondhand Fire,NEWS,https://www.theonion.com/surgeon-general-issues-report-on-dangers-of-secondhand-1819568511
Titans Require Steve McNair To Pass Notary-Public Exam Before Returning To Team,SPORTS,https://www.theonion.com/titans-require-steve-mcnair-to-pass-notary-public-exam-1819568508
Overly Ambitious Eye Compensates For Lazy Eye,PODCASTS,https://www.theonion.com/overly-ambitious-eye-compensates-for-lazy-eye-1819581207
Columbia House Launches Subscription Meds Program,NEWS,https://www.theonion.com/columbia-house-launches-subscription-meds-program-1819568483
MLB Unveils New Prostate-Cancer-Awareness Bats,SPORTS,https://www.theonion.com/mlb-unveils-new-prostate-cancer-awareness-bats-1819588170
Ailing Americans Eagerly Await Summer Organ Harvest,NEWS,https://www.theonion.com/ailing-americans-eagerly-await-summer-organ-harvest-1819568463
U.S. Infant-Mortality High,AMERICAN VOICES,https://www.theonion.com/u-s-infant-mortality-high-1819559407
Drug Tested On Children,AMERICAN VOICES,https://www.theonion.com/drug-tested-on-children-1819559408
"New 'Anti-Abortion Pill' Kills Mother, Leaves Fetus Alive",NEWS,https://www.theonion.com/new-anti-abortion-pill-kills-mother-leaves-fetus-alive-1819568447
Control Freak Always Has To Be One To Perform Heimlich Maneuver,PODCASTS,https://www.theonion.com/control-freak-always-has-to-be-one-to-perform-heimlich-1819581182
FDA Still Against Medical Pot,AMERICAN VOICES,https://www.theonion.com/fda-still-against-medical-pot-1819559398
Outlive Your Kids,MAGAZINE,https://www.theonion.com/outlive-your-kids-1819588165
"Sorry To Bother, But Might You Have An EpiPen I Can Use Immediately?",COMMENTARY,https://www.theonion.com/sorry-to-bother-but-might-you-have-an-epipen-i-can-use-1819584282
Roommate Deemed Too Incompetent To Clean Bathroom,LOCAL,https://www.theonion.com/roommate-deemed-too-incompetent-to-clean-bathroom-1819568433
Fat Family Has Fat Pets,PODCASTS,https://www.theonion.com/fat-family-has-fat-pets-1819581165
Obese Doctors Urge Nation To Eat Three Meals A Meal,NEWS IN BRIEF,https://www.theonion.com/obese-doctors-urge-nation-to-eat-three-meals-a-meal-1819568415
This Chemical Imbalance In My Brain Is Driving Me Crazy,COMMENTARY,https://www.theonion.com/this-chemical-imbalance-in-my-brain-is-driving-me-crazy-1819584278
Slipped Disc Celebrates 10th Year As Excuse For Everything,LOCAL,https://www.theonion.com/slipped-disc-celebrates-10th-year-as-excuse-for-everyth-1819568400
Study: High Times Not A Gateway Magazine To Harder Readings,NEWS,https://www.theonion.com/study-high-times-not-a-gateway-magazine-to-harder-read-1819568349
Meth Puts Strain On ERs,AMERICAN VOICES,https://www.theonion.com/meth-puts-strain-on-ers-1819559366
"Wonder Drug Inspires Deep, Unwavering Love Of Pharmaceutical Companies",NEWS,https://www.theonion.com/wonder-drug-inspires-deep-unwavering-love-of-pharmaceu-1819568326
Voices In Man's Head Make Great Point About Time Management,NEWS,https://www.theonion.com/voices-in-mans-head-make-great-point-about-time-managem-1819568297
EPA Warns Of Dangerous Levels Of Romance In Air,NEWS,https://www.theonion.com/epa-warns-of-dangerous-levels-of-romance-in-air-1819568266
Multi-Vitamin Snubs Magnesium,PODCASTS,https://www.theonion.com/multi-vitamin-snubs-magnesium-1819581069
Autopsy Reveals Subject Was Still Alive When Autopsy Began,NEWS IN BRIEF,https://www.theonion.com/autopsy-reveals-subject-was-still-alive-when-autopsy-be-1819568177
'Employees Must Wash Hands' Signs Top Iraqi Hospital Wish List,NEWS IN BRIEF,https://www.theonion.com/employees-must-wash-hands-signs-top-iraqi-hospital-wish-1819568165
Silicon Breast Implants Perform Millions Of Calculations Per Second,NEWS IN PHOTOS,https://www.theonion.com/silicon-breast-implants-perform-millions-of-calculation-1819587997
C-Sections On The Rise,AMERICAN VOICES,https://www.theonion.com/c-sections-on-the-rise-1819559281
Eastern Religions: Which One Is Best For Your Abs?,MAGAZINE,https://www.theonion.com/eastern-religions-which-one-is-best-for-your-abs-1819587989
Cases Of Glitter Lung On The Rise Among Elementary-School Art Teachers,NEWS,https://www.theonion.com/cases-of-glitter-lung-on-the-rise-among-elementary-scho-1819568131
Cam Neely's Hall Of Fame Induction Speech Cut Short Due To Injury,SPORTS,https://www.theonion.com/cam-neelys-hall-of-fame-induction-speech-cut-short-due-1819587991
"November 9, 1988",OUR DUMB CENTURY,https://www.theonion.com/november-9-1988-1819587966
Top Safety Placards,TIME KILLERS,https://www.theonion.com/top-safety-placards-1819587968
Faith Healer Loses Patient During Routine Miracle,NEWS IN BRIEF,https://www.theonion.com/faith-healer-loses-patient-during-routine-miracle-1819568118
Bird Arthritis Epidemic Largely Ignored,NEWS IN BRIEF,https://www.theonion.com/bird-arthritis-epidemic-largely-ignored-1819568110
Childless Couple Seriously Considering Abducting,PODCASTS,https://www.theonion.com/childless-couple-seriously-considering-abducting-1819581040
Catholic Nutritionists Warn Of Transubstantiating Fats,PODCASTS,https://www.theonion.com/catholic-nutritionists-warn-of-transubstantiating-fats-1819581037
Special X-Games End In Extreme Tragedy,SPORTS,https://www.theonion.com/special-x-games-end-in-extreme-tragedy-1819568090
Lost Nature Guide Completely Blanks On What's Edible,PODCASTS,https://www.theonion.com/lost-nature-guide-completely-blanks-on-whats-edible-1819581041
"Quarterback Has Normal, Healthy Son",SPORTS,https://www.theonion.com/quarterback-has-normal-healthy-son-1819568078
Alcoholic Postpones Recovery One Day At A Time,PODCASTS,https://www.theonion.com/alcoholic-postpones-recovery-one-day-at-a-time-1819581024
First Report On Long-Term Effects Of Breakdancing Released,NEWS IN BRIEF,https://www.theonion.com/first-report-on-long-term-effects-of-breakdancing-relea-1819568065
Antonio Alfonseca Once Again Leads Major-League Relievers In Fingers,SPORTS,https://www.theonion.com/antonio-alfonseca-once-again-leads-major-league-relieve-1819568054
What Diseases Do Mosquitoes Carry?,TIME KILLERS,https://www.theonion.com/what-diseases-do-mosquitoes-carry-1819587926
America's Obese: A Food Source For America's Even More Obese?,NEWS,https://www.theonion.com/americas-obese-a-food-source-for-americas-even-more-ob-1819568046
Cheney's Aneurysms,AMERICAN VOICES,https://www.theonion.com/cheneys-aneurysms-1819559233
Wheelchair-Basketball Players Stunned By Thunderous Slam Dunk,SPORTS,https://www.theonion.com/wheelchair-basketball-players-stunned-by-thunderous-sla-1819587923
Aromatherapist Fails To Factor In Own Falafel Breath,PODCASTS,https://www.theonion.com/aromatherapist-fails-to-factor-in-own-falafel-breath-1819581020
Most Common Addictions,TIME KILLERS,https://www.theonion.com/most-common-addictions-1819587930
Women Have To Stop Starving Themselves Past The Point Of Hotness,COMMENTARY,https://www.theonion.com/women-have-to-stop-starving-themselves-past-the-point-o-1819584217
Local Building Accessible To Only The Strongest Of The Handicapped,NEWS IN PHOTOS,https://www.theonion.com/local-building-accessible-to-only-the-strongest-of-the-1819587924
New PSA Reduces Accidental Staplings By 33 Percent,NEWS IN BRIEF,https://www.theonion.com/new-psa-reduces-accidental-staplings-by-33-percent-1819568051
"U.S. Launches AIDS-Awareness Campaign In Botswana: 'You All Have AIDS,' Says U.S.",NEWS,https://www.theonion.com/u-s-launches-aids-awareness-campaign-in-botswana-you-1819568037
Cigarette Moderation Still Kills,AMERICAN VOICES,https://www.theonion.com/cigarette-moderation-still-kills-1819559220
"American Teens, French Sex",AMERICAN VOICES,https://www.theonion.com/american-teens-french-sex-1819559217
Leading Contaminants In New Orleans Water,TIME KILLERS,https://www.theonion.com/leading-contaminants-in-new-orleans-water-1819587933
Ford Recall,AMERICAN VOICES,https://www.theonion.com/ford-recall-1819559205
Elf Finger Found In Box Of Keebler Cookies,NEWS,https://www.theonion.com/elf-finger-found-in-box-of-keebler-cookies-1819568011
Beloved Minister Dies As He Lived: Of A Heart Attack,PODCASTS,https://www.theonion.com/beloved-minister-dies-as-he-lived-of-a-heart-attack-1819581043
Most Common Sports Injuries,SPORTS,https://www.theonion.com/most-common-sports-injuries-1819587908
Little League World Series Marred By Cutest Little Allegations Of Steroid Abuse,SPORTS,https://www.theonion.com/little-league-world-series-marred-by-cutest-little-alle-1819568006
Cheney Dropped By White House HMO,POLITICS,https://www.theonion.com/cheney-dropped-by-white-house-hmo-1819568004
Man On Fire Calls For Increased Flame-Retardant Funding,PODCASTS,https://www.theonion.com/man-on-fire-calls-for-increased-flame-retardant-funding-1819581008
Botanists Making Great Strides In Stem Research,NEWS IN BRIEF,https://www.theonion.com/botanists-making-great-strides-in-stem-research-1819567991
New Strain Of Jet Lag Devastates Airline Industry,NEWS,https://www.theonion.com/new-strain-of-jet-lag-devastates-airline-industry-1819567961
Calcutta Fire Marshal: Many Indian Homes Lack Bride Extinguisher,NEWS IN BRIEF,https://www.theonion.com/calcutta-fire-marshal-many-indian-homes-lack-bride-ext-1819567996
Red Cross Accused Of Wartime Non-Profiteering,POLITICS,https://www.theonion.com/red-cross-accused-of-wartime-non-profiteering-1819567960
Sun Safety Tips,INFOGRAPHIC,https://www.theonion.com/sun-safety-tips-1819567936
"Sole Remaining Lung Filled With Rich, Satisfying Flavor",NEWS IN BRIEF,https://www.theonion.com/sole-remaining-lung-filled-with-rich-satisfying-flavor-1819567943
MedicAlert Bracelet Iced Out,NEWS IN PHOTOS,https://www.theonion.com/medicalert-bracelet-iced-out-1819587858
Abraham Lincoln's DNA Now Available Over The Counter,NEWS IN BRIEF,https://www.theonion.com/abraham-lincolns-dna-now-available-over-the-counter-1819567899
Medical Marijuana,AMERICAN VOICES,https://www.theonion.com/medical-marijuana-1819559186
Repressed-Memory Therapist Recovers Rockford Files Episode,LOCAL,https://www.theonion.com/repressed-memory-therapist-recovers-rockford-files-epis-1819567876
Local Man Pushed Well Within Limits Of Human Endurance,LOCAL,https://www.theonion.com/local-man-pushed-well-within-limits-of-human-endurance-1819567845
36-Year-Old Still Looking For Ways To Make Brushing Fun,NEWS,https://www.theonion.com/36-year-old-still-looking-for-ways-to-make-brushing-fun-1819567846
Rapidly Swelling Man May Contain Traces Of Peanuts,NEWS IN BRIEF,https://www.theonion.com/rapidly-swelling-man-may-contain-traces-of-peanuts-1819567837
The New Food Pyramid,AMERICAN VOICES,https://www.theonion.com/the-new-food-pyramid-1819559151
French's Introduces Antibacterial Mustard,NEWS,https://www.theonion.com/frenchs-introduces-antibacterial-mustard-1819567808
Terri Schiavo Dies Of Embarrassment,LOCAL,https://www.theonion.com/terri-schiavo-dies-of-embarrassment-1819567786
Many Cancer Deaths Preventable,AMERICAN VOICES,https://www.theonion.com/many-cancer-deaths-preventable-1819559148
Pope's Renal System Proves Fallible,NEWS IN PHOTOS,https://www.theonion.com/popes-renal-system-proves-fallible-1819587789
Anti-Chewing-Tobacco Activists Speak Out Against Secondhand Spit,LOCAL,https://www.theonion.com/anti-chewing-tobacco-activists-speak-out-against-second-1819567795
Gym Membership Doomed From Day One,SPORTS,https://www.theonion.com/gym-membership-doomed-from-day-one-1819567760
"Despite Bad Press, Calorie Industry Projects Record-Breaking Year",NEWS,https://www.theonion.com/despite-bad-press-calorie-industry-projects-record-bre-1819567761
"Mysterious Defibrillator Saves Accident Victim, Disappears",ENTERTAINMENT,https://www.theonion.com/mysterious-defibrillator-saves-accident-victim-disappe-1819567784
New Stop-Smoking Aids,INFOGRAPHIC,https://www.theonion.com/new-stop-smoking-aids-1819587791
Failing Phys Ed Programs,AMERICAN VOICES,https://www.theonion.com/failing-phys-ed-programs-1819559181
Nation's Leading Alarmists Excited About Bird Flu,NEWS,https://www.theonion.com/nations-leading-alarmists-excited-about-bird-flu-1819567713
Sex Life Embellished During Doctor Visit,LOCAL,https://www.theonion.com/sex-life-embellished-during-doctor-visit-1819567709
Doctor Unable To Hide His Excitement From Patient With Ultra-Rare Disease,NEWS IN BRIEF,https://www.theonion.com/doctor-unable-to-hide-his-excitement-from-patient-with-1819567704
Woman Sensitive About That Thing On Her Face,NEWS IN BRIEF,https://www.theonion.com/woman-sensitive-about-that-thing-on-her-face-1819567683
HMO Targets Blacks With 'Rapping Good' Health Campaign,NEWS IN BRIEF,https://www.theonion.com/hmo-targets-blacks-with-rapping-good-health-campaign-1819567682
"Obesity, Obesity Reports On The Rise",NEWS,https://www.theonion.com/obesity-obesity-reports-on-the-rise-1819567673
Threat Of Catching Olympic Fever At All-Time Low,SPORTS,https://www.theonion.com/threat-of-catching-olympic-fever-at-all-time-low-1819567672
"Sole Remaining Lung Filled With Rich, Satisfying Flavor",NEWS IN BRIEF,https://www.theonion.com/sole-remaining-lung-filled-with-rich-satisfying-flavor-1819567660
Data-Entry Clerk Reapplies Carmex At 17-Minute Intervals,NEWS IN PHOTOS,https://www.theonion.com/data-entry-clerk-reapplies-carmex-at-17-minute-interval-1819587724
Psychiatrists Treating Phantom Of The Opera Viewers For Post-Melodramatic Stress Disorder,NEWS,https://www.theonion.com/psychiatrists-treating-phantom-of-the-opera-viewers-for-1819567655
Outgoing HHS Secretary Tommy Thompson Caught With Briefcase Full Of Flu Vaccine,POLITICS,https://www.theonion.com/outgoing-hhs-secretary-tommy-thompson-caught-with-brief-1819587717
Man Gets All The Way To Hospital Just To Find Out Wife Will Be Fine,NEWS IN BRIEF,https://www.theonion.com/man-gets-all-the-way-to-hospital-just-to-find-out-wife-1819567634
Workout Routine Broken Down For Coworker,NEWS,https://www.theonion.com/workout-routine-broken-down-for-coworker-1819567587
Flu Vaccine Shortage,INFOGRAPHIC,https://www.theonion.com/flu-vaccine-shortage-1819587679
Kerry: Stem-Cell Research May Hold Cure To Ailing Campaign,POLITICS,https://www.theonion.com/kerry-stem-cell-research-may-hold-cure-to-ailing-campa-1819567573
Intervention Wrapped Up Before Kickoff,LOCAL,https://www.theonion.com/intervention-wrapped-up-before-kickoff-1819567528
"Son, We'd All Like To Lie Around All Day Being 'Clinically Depressed'",COMMENTARY,https://www.theonion.com/son-wed-all-like-to-lie-around-all-day-being-clinicall-1819584111
Salad Rendered Unhealthy In Three Steps,NEWS IN BRIEF,https://www.theonion.com/salad-rendered-unhealthy-in-three-steps-1819567502
73 Percent Of U.S. Livestock Show Signs Of Clinical Depression,NEWS,https://www.theonion.com/73-percent-of-u-s-livestock-show-signs-of-clinical-dep-1819567445
Report: Scientists Still Seeking Cure For Obesity,NEWS,https://www.theonion.com/report-scientists-still-seeking-cure-for-obesity-1819567442
Man's Impending Death Alcohol-Related,NEWS,https://www.theonion.com/mans-impending-death-alcohol-related-1819567413
The New Medicare Drug Card,INFOGRAPHIC,https://www.theonion.com/the-new-medicare-drug-card-1819587583
Ex-Nickelodeon Stars Relate Horrors Of Green Slime Syndrome,ENTERTAINMENT,https://www.theonion.com/ex-nickelodeon-stars-relate-horrors-of-green-slime-synd-1819567392
New Prescription-Only Sandwich Extra Delicious,NEWS,https://www.theonion.com/new-prescription-only-sandwich-extra-delicious-1819567380
Apparently Werewolf Was Allergic To Peanuts,NEWS IN BRIEF,https://www.theonion.com/apparently-werewolf-was-allergic-to-peanuts-1819567381
Senatorial Candidate Introduces New Low-Carb Platform,POLITICS,https://www.theonion.com/senatorial-candidate-introduces-new-low-carb-platform-1819567306
Preparing For A Hospital Stay,INFOGRAPHIC,https://www.theonion.com/preparing-for-a-hospital-stay-1819567334
Study: 58 Percent Of U.S. Exercise Televised,NEWS IN BRIEF,https://www.theonion.com/study-58-percent-of-u-s-exercise-televised-1819567283
Special Report: Cerebral Palsy's Hidden Dark Side,NEWS,https://www.theonion.com/special-report-cerebral-palsys-hidden-dark-side-1819567281
New Nietzschean Diet Lets You Eat Whatever You Fear Most,NEWS,https://www.theonion.com/new-nietzschean-diet-lets-you-eat-whatever-you-fear-mos-1819567279
Virulent Strain Of Soy Flu Traced To Single Tofurkey,NEWS IN BRIEF,https://www.theonion.com/virulent-strain-of-soy-flu-traced-to-single-tofurkey-1819567271
Man Kinda Excited For Internal Camera Procedure,NEWS IN BRIEF,https://www.theonion.com/man-kinda-excited-for-internal-camera-procedure-1819567261
Prosthetic Arm Stuck In Vending Machine,NEWS IN PHOTOS,https://www.theonion.com/prosthetic-arm-stuck-in-vending-machine-1819587494
Study: Most Self-Abuse Goes Unreported,NEWS,https://www.theonion.com/study-most-self-abuse-goes-unreported-1819567226
What Medical Advice Are We Ignoring?,TIME KILLERS,https://www.theonion.com/what-medical-advice-are-we-ignoring-1819587484
So-Called Obese Pets Held To Unrealistic Body Standards,NEWS,https://www.theonion.com/so-called-obese-pets-held-to-unrealistic-body-standards-1819567192
FDA Approves Sale Of Prescription Placebo,NEWS,https://www.theonion.com/fda-approves-sale-of-prescription-placebo-1819567087
Gummy Bears Born Conjoined,NEWS IN PHOTOS,https://www.theonion.com/gummy-bears-born-conjoined-1819587381
Gary Busey Nearly Drowns Recovering Pork Chop From Swimming Pool,ENTERTAINMENT,https://www.theonion.com/gary-busey-nearly-drowns-recovering-pork-chop-from-swim-1819567025
Shape Magazine Declares July 'Let Yourself Go' Month,NEWS IN BRIEF,https://www.theonion.com/shape-magazine-declares-july-let-yourself-go-month-1819566964
Man Who Hasn't Moved In Six Hours Repeatedly Welcomed Back By TV,ENTERTAINMENT,https://www.theonion.com/man-who-hasnt-moved-in-six-hours-repeatedly-welcomed-ba-1819566959
Therapist Beginning To Show Cracks In Caring Façade,NEWS IN BRIEF,https://www.theonion.com/therapist-beginning-to-show-cracks-in-caring-facade-1819566941
Manic-Depressive Friend A Blast While Manic,NEWS,https://www.theonion.com/manic-depressive-friend-a-blast-while-manic-1819566927
Podiatrist A Jerk,NEWS IN BRIEF,https://www.theonion.com/podiatrist-a-jerk-1819566906
Podiatrist A Jerk,NEWS IN BRIEF,https://www.theonion.com/podiatrist-a-jerk-1819566877
Pfizer Launches 'Zoloft For Everything' Ad Campaign,NEWS,https://www.theonion.com/pfizer-launches-zoloft-for-everything-ad-campaign-1819566919
Pfizer Launches 'Zoloft For Everything' Ad Campaign,NEWS,https://www.theonion.com/pfizer-launches-zoloft-for-everything-ad-campaign-1819566873
Dozens Dead In Chicago-Area Meatwave,NEWS,https://www.theonion.com/dozens-dead-in-chicago-area-meatwave-1819566849
Recovering Alcoholic Clearly Kind Of Proud Of Once Being An Alcoholic,NEWS,https://www.theonion.com/recovering-alcoholic-clearly-kind-of-proud-of-once-bein-1819566835
U.S. Dentists Can't Make Nation's Teeth Any Damn Whiter,NEWS,https://www.theonion.com/u-s-dentists-cant-make-nations-teeth-any-damn-whiter-1819566841
New Children's Book Helps Kids Deal With Pain And Isolation Of Plastic Surgery,NEWS,https://www.theonion.com/new-childrens-book-helps-kids-deal-with-pain-and-isolat-1819566833
Guy Eats Own Weight In Combos Over Three-Month Period,LOCAL,https://www.theonion.com/guy-eats-own-weight-in-combos-over-three-month-period-1819566815
The SARS Epidemic,AMERICAN VOICES,https://www.theonion.com/the-sars-epidemic-1819559087
Man Not Sure What To Do About Vet's Request For Dog-Urine Sample,LOCAL,https://www.theonion.com/man-not-sure-what-to-do-about-vets-request-for-dog-urin-1819566820
Side Effects Sound Awesome,NEWS IN BRIEF,https://www.theonion.com/side-effects-sound-awesome-1819566825
Prescription-Drug Safety,INFOGRAPHIC,https://www.theonion.com/prescription-drug-safety-1819566796
"Bacon Good For You, Reports Best Scientist Ever",NEWS IN BRIEF,https://www.theonion.com/bacon-good-for-you-reports-best-scientist-ever-1819566748
Area Man Proud Of Blood Type,NEWS IN BRIEF,https://www.theonion.com/area-man-proud-of-blood-type-1819566711
Free Condom Harsh Reminder Of Sexless Existence,LOCAL,https://www.theonion.com/free-condom-harsh-reminder-of-sexless-existence-1819566708
Conjoined Twin Hogging Kidney,NEWS IN BRIEF,https://www.theonion.com/conjoined-twin-hogging-kidney-1819566687
Nation Afraid To Admit 9-Year-Old Disabled Poet Really Bad,NEWS,https://www.theonion.com/nation-afraid-to-admit-9-year-old-disabled-poet-really-1819566686
Bodybuilding Tips,SPORTS,https://www.theonion.com/bodybuilding-tips-1819566670
Republicans Mount Campaign To Rename Alzheimer's 'Reagan's Disease',POLITICS,https://www.theonion.com/republicans-mount-campaign-to-rename-alzheimers-reagans-1819566648
